"","tnr.test.mean","tpr.test.mean","acc.test.mean","tp.test.mean","fp.test.mean","tn.test.mean","fn.test.mean","ppv.test.mean","f1.test.mean","mmce.test.mean","tnr_train","tpr_train","acc_train","tp_train","fp_train","tn_train","fn_train","ppv_train","f1_train","mmce_train","best_k","predictors","num_predictors"
"5163",0.178571428571429,0.835616438356164,0.729885057471264,61,11.5,2.5,12,0.84141066031401,0.838319280058309,0.270114942528736,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age JobSatisfaction JobInvolvementB Education",7
"5165",0.178571428571429,0.846575342465753,0.739080459770115,61.8,11.5,2.5,11.2,0.843172324305047,0.84451674801078,0.260919540229885,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB",7
"5178",0.178571428571429,0.841095890410959,0.73448275862069,61.4,11.5,2.5,11.6,0.842238229376881,0.841173479547774,0.26551724137931,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5180",0.178571428571429,0.842465753424657,0.735632183908046,61.5,11.5,2.5,11.5,0.842480380567174,0.842265766830953,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5222",0.178571428571429,0.836986301369863,0.731034482758621,61.1,11.5,2.5,11.9,0.841845480544553,0.838541950571382,0.268965517241379,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",7
"5233",0.178571428571429,0.849315068493151,0.741379310344828,62,11.5,2.5,11,0.843458529754744,0.845686795082507,0.258620689655172,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel Age YearsAtCompany NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5258",0.178571428571429,0.835616438356164,0.729885057471264,61,11.5,2.5,12,0.841359424008249,0.83769859573817,0.270114942528736,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5267",0.178571428571429,0.838356164383562,0.732183908045977,61.2,11.5,2.5,11.8,0.842042379816988,0.839874943220119,0.267816091954023,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5293",0.178571428571429,0.853424657534247,0.744827586206896,62.3,11.5,2.5,10.7,0.844000650296167,0.848450183906771,0.255172413793103,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",7
"5302",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.842741952922919,0.843624029676549,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobInvolvementB Education WorkLifeBalanceB",7
"5308",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.841102535278262,0.835688451346492,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB",7
"5312",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.842571288045256,0.843428166084947,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education",7
"5313",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.84253076933694,0.842718357743613,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",7
"5323",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.84268270490754,0.843224365094157,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus YearsAtCompany NumCompaniesWorkedB EnviornmentSatisfactionB Education",7
"5327",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.843372894891509,0.843697879243905,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB",7
"5328",0.178571428571429,0.826027397260274,0.72183908045977,60.3,11.5,2.5,12.7,0.840142531162604,0.832689744036221,0.27816091954023,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education",7
"5376",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.842904626645964,0.843766411015317,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB Age NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5391",0.178571428571429,0.842465753424657,0.735632183908046,61.5,11.5,2.5,11.5,0.842372300496929,0.842292737471944,0.264367816091954,0.992857142857143,0.998630136986301,0.997701149425287,729,1,139,1,0.998630136986301,0.998630136986301,0.00229885057471264,1,"Salary JobLevelB YearsAtCompany NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5392",0.178571428571429,0.836986301369863,0.731034482758621,61.1,11.5,2.5,11.9,0.841542068314751,0.838850698215402,0.268965517241379,0.992857142857143,0.998630136986301,0.997701149425287,729,1,139,1,0.998630136986301,0.998630136986301,0.00229885057471264,1,"Salary JobLevelB JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education",7
"5416",0.178571428571429,0.852054794520548,0.74367816091954,62.2,11.5,2.5,10.8,0.844039652081549,0.847749210813121,0.25632183908046,1,1,1,730,0,140,0,1,1,0,1,"Salary MaritalStatus Age YearsAtCompany NumCompaniesWorkedB Education WorkLifeBalanceB",7
"5417",0.178571428571429,0.838356164383562,0.732183908045977,61.2,11.5,2.5,11.8,0.841811653266569,0.839484192175701,0.267816091954023,1,1,1,730,0,140,0,1,1,0,1,"Salary MaritalStatus Age YearsAtCompany EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5444",0.178571428571429,0.834246575342466,0.728735632183908,60.9,11.5,2.5,12.1,0.841133956057949,0.837194492316946,0.271264367816092,1,1,1,730,0,140,0,1,1,0,1,"Salary MaritalStatus YearsAtCompany JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5477",0.178571428571429,0.824657534246575,0.720689655172414,60.2,11.5,2.5,12.8,0.839498718167562,0.831533688801669,0.279310344827586,1,1,1,730,0,140,0,1,1,0,1,"Salary YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",7
"5478",0.178571428571429,0.835616438356164,0.729885057471264,61,11.5,2.5,12,0.84152852904828,0.838128093057626,0.270114942528736,1,1,1,730,0,140,0,1,1,0,1,"Salary YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5544",0.178571428571429,0.964383561643836,0.837931034482759,70.4,11.5,2.5,2.6,0.859681964750172,0.908909675234087,0.162068965517241,0.364285714285714,0.972602739726027,0.874712643678161,710,89,51,20,0.888610763454318,0.928711576193591,0.125287356321839,1,"StockOptionLevel JobLevelB MaritalStatus JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5572",0.178571428571429,0.891780821917808,0.777011494252874,65.1,11.5,2.5,7.9,0.849370238215424,0.869377728514105,0.222988505747126,0.785714285714286,0.975342465753425,0.944827586206897,712,30,110,18,0.959568733153639,0.967391304347826,0.0551724137931034,1,"StockOptionLevel JobLevelB Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB",7
"5630",0.178571428571429,0.906849315068493,0.789655172413793,66.2,11.5,2.5,6.8,0.852168445316291,0.878419988515673,0.210344827586207,0.821428571428571,0.976712328767123,0.951724137931034,713,25,115,17,0.966124661246612,0.971389645776567,0.0482758620689655,1,"StockOptionLevel MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",7
"5634",0.178571428571429,0.880821917808219,0.767816091954023,64.3,11.5,2.5,8.7,0.848211514020819,0.863903235608307,0.232183908045977,0.921428571428571,0.982191780821918,0.972413793103448,717,11,129,13,0.98489010989011,0.983539094650206,0.0275862068965517,1,"StockOptionLevel MaritalStatus Age JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education",7
"5738",0.178571428571429,0.980821917808219,0.851724137931035,71.6,11.5,2.5,1.4,0.861933480864497,0.917393930873064,0.148275862068966,0.178571428571429,0.979452054794521,0.850574712643678,715,115,25,15,0.86144578313253,0.916666666666667,0.149425287356322,11,"JobLevelB MaritalStatus YearsAtCompany JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",7
"5740",0.178571428571429,0.926027397260274,0.805747126436782,67.6,11.5,2.5,5.4,0.85481112158686,0.888334824272116,0.194252873563218,0.585714285714286,0.975342465753425,0.91264367816092,712,58,82,18,0.924675324675325,0.949333333333333,0.0873563218390805,1,"JobLevelB MaritalStatus YearsAtCompany JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5807",0.178571428571429,0.947945205479452,0.824137931034483,69.2,11.5,2.5,3.8,0.857596538406459,0.900413696348954,0.175862068965517,0.271428571428571,0.973972602739726,0.860919540229885,711,102,38,19,0.874538745387454,0.921581335061568,0.139080459770115,3,"Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",7
"5853",0.178571428571429,0.841095890410959,0.73448275862069,61.4,11.5,2.5,11.6,0.842309579405227,0.841469127972754,0.26551724137931,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel JobLevelB MaritalStatus JobSatisfaction NumCompaniesWorkedB Education",8
"5854",0.178571428571429,0.838356164383562,0.732183908045977,61.2,11.5,2.5,11.8,0.841912101096413,0.839767320448739,0.267816091954023,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel JobLevelB MaritalStatus JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",8
"5866",0.178571428571429,0.841095890410959,0.73448275862069,61.4,11.5,2.5,11.6,0.842176431593504,0.841301578681857,0.26551724137931,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel JobLevelB MaritalStatus NumCompaniesWorkedB Education WorkLifeBalanceB",8
"5910",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.841923327422211,0.840176205847723,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel JobLevelB YearsAtCompany JobSatisfaction EnviornmentSatisfactionB Education",8
"5939",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842594209280081,0.841459824506841,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB",8
"5940",0.178571428571429,0.845205479452055,0.737931034482759,61.7,11.5,2.5,11.3,0.842893417311941,0.843823502566977,0.262068965517241,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction EnviornmentSatisfactionB",8
"5942",0.178571428571429,0.852054794520548,0.74367816091954,62.2,11.5,2.5,10.8,0.843755857333188,0.847369400117408,0.25632183908046,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction WorkLifeBalanceB",8
"5972",0.178571428571429,0.852054794520548,0.74367816091954,62.2,11.5,2.5,10.8,0.844057207395535,0.847468878457772,0.25632183908046,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus Age EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"5976",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842904347676136,0.84240640072304,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB WorkLifeBalanceB",8
"5998",0.178571428571429,0.838356164383562,0.732183908045977,61.2,11.5,2.5,11.8,0.841916438036725,0.839950870137634,0.267816091954023,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel MaritalStatus JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"6014",0.178571428571429,0.846575342465753,0.739080459770115,61.8,11.5,2.5,11.2,0.842762514327338,0.844312229085083,0.260919540229885,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",8
"6033",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.842126783831457,0.840727978948757,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel Age JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"6037",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.842744476433175,0.842949775160546,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel Age JobSatisfaction EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6047",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.8430986595037,0.843043549176124,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6057",0.178571428571429,0.850684931506849,0.742528735632184,62.1,11.5,2.5,10.9,0.843685088504214,0.846789282617725,0.257471264367816,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary StockOptionLevel YearsAtCompany NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6067",0.178571428571429,0.820547945205479,0.717241379310345,59.9,11.5,2.5,13.1,0.839102991640032,0.829240969906808,0.282758620689655,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction Education",8
"6080",0.178571428571429,0.838356164383562,0.732183908045977,61.2,11.5,2.5,11.8,0.841580202492193,0.839735166238013,0.267816091954023,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB EnviornmentSatisfactionB",8
"6107",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842500021352479,0.842147461694874,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus YearsAtCompany JobSatisfaction EnviornmentSatisfactionB WorkLifeBalanceB",8
"6108",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.840644088650462,0.835128052587307,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus YearsAtCompany JobSatisfaction Education WorkLifeBalanceB",8
"6112",0.178571428571429,0.853424657534247,0.744827586206896,62.3,11.5,2.5,10.7,0.84386856254422,0.847720855030538,0.255172413793103,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus YearsAtCompany JobInvolvementB EnviornmentSatisfactionB Education",8
"6128",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.843087227760806,0.842824019312176,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB MaritalStatus JobSatisfaction EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6153",0.178571428571429,0.835616438356164,0.729885057471264,61,11.5,2.5,12,0.841057877945516,0.837505281902397,0.270114942528736,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary JobLevelB Age YearsAtCompany EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6183",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.84199193436343,0.840417049138506,0.266666666666667,0.992857142857143,0.998630136986301,0.997701149425287,729,1,139,1,0.998630136986301,0.998630136986301,0.00229885057471264,1,"OverTime Salary JobLevelB YearsAtCompany NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6202",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.840710490897424,0.835755851509942,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"6216",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.842603417534627,0.842932091909957,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus Age JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6223",0.178571428571429,0.850684931506849,0.742528735632184,62.1,11.5,2.5,10.9,0.843783687032488,0.84674916562898,0.257471264367816,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus Age JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6232",0.178571428571429,0.850684931506849,0.742528735632184,62.1,11.5,2.5,10.9,0.843325463178404,0.846437359167193,0.257471264367816,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6233",0.178571428571429,0.847945205479452,0.740229885057471,61.9,11.5,2.5,11.1,0.843323470872018,0.845138471278058,0.259770114942529,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6237",0.178571428571429,0.834246575342466,0.728735632183908,60.9,11.5,2.5,12.1,0.840895903543909,0.837349568104876,0.271264367816092,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary MaritalStatus YearsAtCompany JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6248",0.178571428571429,0.832876712328767,0.727586206896552,60.8,11.5,2.5,12.2,0.840965268569009,0.836441023981037,0.272413793103448,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"6250",0.178571428571429,0.847945205479452,0.740229885057471,61.9,11.5,2.5,11.1,0.843913387966207,0.845501421010961,0.259770114942529,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6254",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.84206334146409,0.840356092510997,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6255",0.178571428571429,0.836986301369863,0.731034482758621,61.1,11.5,2.5,11.9,0.841844303748871,0.83919647242186,0.268965517241379,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary Age YearsAtCompany JobSatisfaction EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6261",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.84283408839764,0.842960888091462,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6267",0.178571428571429,0.836986301369863,0.731034482758621,61.1,11.5,2.5,11.9,0.841669551873589,0.838893208636533,0.268965517241379,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6271",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842501917590133,0.841744970404759,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6430",0.178571428571429,0.916438356164384,0.797701149425287,66.9,11.5,2.5,6.1,0.853548549263579,0.883513968666348,0.202298850574713,0.878571428571429,0.984931506849315,0.967816091954023,719,17,123,11,0.976902173913043,0.980900409276944,0.032183908045977,1,"OverTime StockOptionLevel MaritalStatus Age JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6550",0.178571428571429,0.901369863013699,0.785057471264368,65.8,11.5,2.5,7.2,0.851473578969796,0.875524810169506,0.214942528735632,0.935714285714286,0.994520547945206,0.985057471264368,726,9,131,4,0.987755102040816,0.991126279863481,0.0149425287356322,1,"OverTime JobLevelB Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6584",0.178571428571429,0.924657534246575,0.804597701149425,67.5,11.5,2.5,5.5,0.854673381628418,0.888008039025591,0.195402298850575,0.857142857142857,0.987671232876712,0.966666666666667,721,20,120,9,0.973009446693657,0.980285520054385,0.0333333333333333,1,"OverTime MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6607",0.178571428571429,0.828767123287671,0.724137931034483,60.5,11.5,2.5,12.5,0.840522217542669,0.834122547795181,0.275862068965517,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction Education",8
"6631",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.84221660452025,0.840752978568983,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB MaritalStatus Age JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"6648",0.178571428571429,0.835616438356164,0.729885057471264,61,11.5,2.5,12,0.841095861392905,0.838056007358193,0.270114942528736,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobSatisfaction Education WorkLifeBalanceB",8
"6664",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.842008675993436,0.84053392254798,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB MaritalStatus JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"6717",0.178571428571429,0.843835616438356,0.736781609195402,61.6,11.5,2.5,11.4,0.842714672894829,0.84280767784785,0.263218390804598,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6727",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.84207009536138,0.840206177517132,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel JobLevelB JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6733",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842662040379271,0.842226561755077,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB WorkLifeBalanceB",8
"6735",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.841780027879986,0.840357642039908,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education",8
"6765",0.178571428571429,0.852054794520548,0.74367816091954,62.2,11.5,2.5,10.8,0.843831120661105,0.847269732931146,0.25632183908046,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB",8
"6767",0.178571428571429,0.847945205479452,0.740229885057471,61.9,11.5,2.5,11.1,0.843247977382573,0.844932423059564,0.259770114942529,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"6770",0.178571428571429,0.841095890410959,0.73448275862069,61.4,11.5,2.5,11.6,0.841864104364104,0.841064481587077,0.26551724137931,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"6786",0.178571428571429,0.846575342465753,0.739080459770115,61.8,11.5,2.5,11.2,0.842763565844407,0.844197817226446,0.260919540229885,1,1,1,730,0,140,0,1,1,0,1,"Salary StockOptionLevel Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB",8
"6821",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.840674159576979,0.835534973415387,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction EnviornmentSatisfactionB Education",8
"6829",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.841007675369376,0.835837339177951,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age YearsAtCompany JobInvolvementB Education WorkLifeBalanceB",8
"6833",0.178571428571429,0.846575342465753,0.739080459770115,61.8,11.5,2.5,11.2,0.842917090663704,0.844346762239489,0.260919540229885,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age YearsAtCompany EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6836",0.178571428571429,0.83972602739726,0.733333333333333,61.3,11.5,2.5,11.7,0.842018429853101,0.840319302983801,0.266666666666667,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"6840",0.178571428571429,0.842465753424658,0.735632183908046,61.5,11.5,2.5,11.5,0.842627868555314,0.84206670404569,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education",8
"6841",0.178571428571429,0.832876712328767,0.727586206896552,60.8,11.5,2.5,12.2,0.841157530944889,0.83650238644034,0.272413793103448,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6846",0.178571428571429,0.831506849315068,0.726436781609195,60.7,11.5,2.5,12.3,0.840655168338823,0.835678791154345,0.273563218390805,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6848",0.178571428571429,0.836986301369863,0.731034482758621,61.1,11.5,2.5,11.9,0.841183648198993,0.838439833688253,0.268965517241379,1,1,1,730,0,140,0,1,1,0,1,"Salary JobLevelB MaritalStatus Age NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
